ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,bby,shy,pfcf_rank,evebitda_rank,rank
BANF,BancFirst Corporation,Financial,Regional - Southwest  Banks,USA,892.48,16.67,5.03,1.6,17.6,2.13,8.91,58.18,0,0.0,0.0,0.0,-0.0,2.13,50,50,100.0
BANR,Banner Corporation,Financial,Regional - Mid-Atlantic Banks,USA,774.91,16.57,4.31,1.43,0.0,1.81,5.32,39.78,0,0.0,0.0,0.0,-0.0,1.81,50,50,100.0
BAP,Credicorp Ltd.,Financial,Money Center Banks,Peru,11262.91,18.27,4.41,2.76,8.96,1.35,9.97,141.21,0,52.73426765594944,0.0,0.0,-0.0,1.35,50,50,152.73426765594945
BAS,"Basic Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1195.95,0.0,0.95,3.35,43.33,0.0,127.3,28.14,7.98,0,0.0,0.0,68.5078318219291,-0.0,0.0,50,50,100.0
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,39385.84,19.89,2.58,4.67,60.59,2.69,9.34,72.81,11.44,0,57.763121736740864,0.0,0.0,-0.0,2.69,50,50,157.76312173674086
BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,USA,13563.64,13.24,1.18,3.24,15.37,0.0,-17.4,63.7,6.68,0,38.00494641384996,0.0,0.0,-0.0,0.0,50,50,138.00494641384995
BBCN,"BBCN Bancorp, Inc.",Financial,Money Center Banks,USA,1292.49,15.5,4.57,1.59,0.0,1.84,12.67,16.27,0,44.27040395713108,74.85572959604286,0.0,-0.0,1.84,50,50,219.12613355317393
BBD,Banco Bradesco S.A.,Financial,Foreign Regional Banks,Brazil,64195.09,11.75,3.13,1.77,0.0,7.04,1.22,14.92,0,34.844737565265184,0.0,0.0,-0.0,7.04,50,50,134.84473756526518
BBDO,Banco Bradesco S.A.,Financial,Foreign Regional Banks,Brazil,65016.00,10.68,0.0,1.84,0.0,6.2,-6.86,15.48,0.0,0.0,0.0,-0.0,6.2,50,50,100.0
BBEP,Breitburn Energy Partners L.P.,Basic Materials,Oil & Gas Drilling & Exploration,USA,2416.18,0.0,3.81,1.81,0.0,9.82,11.31,20.27,13.44,0,0.0,0.0,0.0,-0.0,9.82,50,50,100.0
BBG,Bill Barrett Corp.,Basic Materials,Oil & Gas Drilling & Exploration,USA,1219.35,0.0,2.15,1.16,0.0,0.0,-9.5,24.48,6.51,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BBL,BHP Billiton plc,Basic Materials,Industrial Metals & Minerals,United Kingdom,182805.66,11.54,2.69,2.24,0.0,3.67,10.7,64.37,0,34.514976641934595,0.0,0.0,-0.0,3.67,50,50,134.5149766419346
BBNK,Bridge Capital Holdings,Financial,Regional - Pacific Banks,USA,376.99,24.51,5.32,2.12,0.0,0.0,37.4,23.77,0,69.46963451497665,79.33498213794998,0.0,-0.0,0.0,50,50,248.80461665292663
BBOX,Black Box Corp.,Technology,Networking & Communication Devices,USA,351.16,13.66,0.36,0.73,11.48,1.61,-24.24,22.41,6.62,0,39.10414949161858,0.0,0.0,-0.0,1.61,50,50,139.10414949161859
BBRG,"Bravo Brio Restaurant Group, Inc.",Services,Restaurants,USA,291.32,41.78,0.71,2.82,36.42,0.0,-0.73,15.04,6.96,0,86.97444352844188,0.0,0.0,-0.0,0.0,50,50,186.9744435284419
BBRY,Research In Motion Limited,Technology,Diversified Communication Services,Canada,3747.74,0.0,0.3,0.39,4.54,0.0,-12.05,7.15,-1.24,0,0.0,0.0,4.396812311074471,-0.0,0.0,50,50,100.0
BBSI,Barrett Business Services Inc.,Services,Staffing & Outsourcing Services,USA,417.37,24.25,0.78,5.75,0.0,1.24,-17.26,58.21,11.02,0,68.81011266831547,0.0,0.0,-0.0,1.24,50,50,168.81011266831547
BBT,BB&T Corporation,Financial,Regional - Southeast Banks,USA,26976.57,17.32,4.15,1.33,6.19,2.43,12.29,37.93,0,0.0,71.28331959329486,0.0,-0.0,2.43,50,50,171.28331959329486
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial,Foreign Regional Banks,Spain,72979.22,41.03,3.46,1.15,0.0,7.55,0.33,12.31,0,86.72712283594393,0.0,0.0,-0.0,7.55,50,50,186.72712283594393
BBW,Build-A-Bear Workshop Inc.,Services,Toy & Hobby Stores,USA,205.57,0.0,0.54,2.32,0.0,0.0,66.52,11.74,6.34,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BBX,"BankAtlantic Bancorp, Inc.",Financial,Property Management,USA,309.66,66.37,20.51,1.12,0.0,0.0,27.18,17.92,0,92.74525968672712,95.57570761198131,0.0,-0.0,0.0,50,50,288.3209672987084
BBY,Best Buy Co. Inc.,Services,Electronics Stores,USA,8495.54,12.49,0.2,2.13,27.06,2.78,-40.52,24.48,4.08,0,36.32866172025282,0.0,0.0,-0.0,2.78,50,50,136.32866172025282
BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,4000.50,5.24,1.03,3.82,310.12,0.93,1.39,43.16,9.55,0,26.683154712833197,0.0,0.0,-0.0,0.93,50,50,126.6831547128332
BCA,CorpBanca S.A.,Financial,Foreign Regional Banks,Chile,4127.31,12.13,3.25,1.35,0.0,2.42,7.06,18.19,0,0.0,63.478977741137676,0.0,-0.0,2.42,50,50,163.47897774113767
BCC,Boise Cascade Company,Industrial Goods,"Lumber, Wood Production",USA,1058.80,8.87,0.32,2.34,0.0,0.0,7.56,26.88,8.92,0,29.953283869194834,0.0,0.0,-0.0,0.0,50,50,129.95328386919482
BCE,"BCE, Inc.",Technology,Telecom Services - Domestic,Canada,34551.20,19.16,1.86,3.25,34.02,4.99,5.66,44.46,7.09,0,55.45479527342676,0.0,67.32618851332784,-0.0,4.99,50,50,155.45479527342675
BCEI,"Bonanza Creek Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,1912.83,27.3,4.53,2.66,6.76,0.0,-8.9,47.5,7.86,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BCF,Blackrock Real Asset Equity Tru,Financial,Closed-End Fund - Equity,USA,515.10,0.0,38.73,0.88,0.0,7.77,5.26,9.01,0.0,0,0.0,97.19703215169002,0.0,-0.0,7.77,50,50,197.19703215169002
BCH,Banco de Chile,Financial,Foreign Regional Banks,Chile,11964.05,12.28,3.72,2.96,0.0,3.85,-14.01,76.87,0,35.83402033525694,67.65594943665843,0.0,-0.0,3.85,50,50,203.48996977191536
BCO,Brinks Co.,Services,Security & Protection Services,USA,1238.84,17.52,0.31,2.45,0.0,1.56,-9.61,25.58,4.64,0,50.37098103874691,0.0,0.0,-0.0,1.56,50,50,150.37098103874692
BCOM,B Communications Ltd,Technology,Diversified Communication Services,Israel,511.29,17.27,0.21,2.02,0.0,22.69,-14.41,17.1,3.16,0,0.0,0.0,0.0,-0.0,22.69,50,50,100.0
BCOR,"Blucora, Inc.",Technology,Internet Information Providers,USA,809.63,29.08,1.61,1.63,11.36,0.0,-20.77,19.19,7.46,0,77.52129705963176,0.0,0.0,-0.0,0.0,50,50,177.52129705963176
BCOV,"Brightcove, Inc.",Technology,Application Software,USA,272.34,0.0,2.48,4.07,80.1,0.0,-37.64,8.5,-123.5,0,0.0,54.52047265732344,76.22973344325365,-0.0,0.0,50,50,154.52047265732344
BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified,USA,1908.32,43.42,5.66,5.69,40.43,0.41,13.22,62.96,21.95,0,87.49656499038197,80.59906567738389,0.0,-0.0,0.41,50,50,268.0956306677659
BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,USA,10803.50,16.31,3.54,5.18,11.33,0.6,16.2,139.49,13.91,0,0.0,0.0,82.79747183292113,-0.0,0.6,50,50,100.0
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,499.90,0.0,28.9,0.0,0.0,0.0,25.6,8.34,-20.5,0,0.0,96.48255015114043,0.0,-0.0,0.0,50,50,196.48255015114043
BCS,Barclays PLC,Financial,Foreign Money Center Banks,United Kingdom,68814.96,0.0,1.1,0.67,0.0,5.4,-6.25,16.66,0,0.0,0.0,0.0,-0.0,5.4,50,50,100.0
BDBD,"Boulder Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,1063.22,109.31,2.3,2.95,138.08,0.0,9.45,17.49,18.98,0,95.79554822753504,0.0,0.0,-0.0,0.0,50,50,195.79554822753505
BDC,"Belden, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,3288.07,32.32,1.59,3.93,27.91,0.26,14.61,75.64,13.03,0,81.14866721626821,0.0,0.0,-0.0,0.26,50,50,181.14866721626822
BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods,USA,356.96,0.0,1.76,1.44,148.73,0.0,-22.44,10.99,89.17,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BDGE,"Bridge Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,289.92,18.21,4.96,1.74,0.0,3.69,9.53,24.95,0,52.56938719428415,77.2190162132454,0.0,-0.0,3.69,50,50,229.78840340752953
BDN,Brandywine Realty Trust,Financial,REIT - Diversified,USA,2289.53,73.05,4.07,1.21,0.0,4.11,10.43,14.61,14.31,0,93.45974168727672,0.0,0.0,-0.0,4.11,50,50,193.45974168727673
BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,USA,355.79,0.0,31.21,0.0,0.0,0.0,35.9,7.42,-6.31,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,21842.14,24.13,2.67,4.33,35.2,1.93,11.07,113.16,10.77,0,68.42539159109646,56.96619950535862,0.0,-0.0,1.93,50,50,225.39159109645507
BEAM,"Beam, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,13777.02,37.17,5.41,2.68,92.09,1.08,22.85,83.27,19.69,0,84.8584776037373,79.66474306128057,0.0,-0.0,1.08,50,50,264.5232206650179
BEAT,"CardioNet, Inc.",Healthcare,Specialized Health Services,USA,224.55,0.0,1.73,3.31,57.58,0.0,-10.97,8.6,15.49,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BEAV,BE Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,8956.62,24.21,2.57,3.37,39.95,0.0,9.65,85.22,13.3,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BEBE,"Bebe Stores, Inc.",Services,Apparel Stores,USA,509.85,0.0,1.07,2.08,0.0,1.55,11.81,6.44,-13.55,0,0.0,0.0,0.0,-0.0,1.55,50,50,100.0
BECN,Beacon Roofing Supply Inc.,Industrial Goods,General Building Materials,USA,1797.63,26.07,0.79,2.31,31.59,0.0,2.44,36.5,12.37,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BEE,"Strategic Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,2148.31,0.0,2.39,5.02,46.8,0.0,19.7,10.45,18.47,0,0.0,0.0,82.16543006320418,-0.0,0.0,50,50,100.0
BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,270.02,16.88,0.77,1.18,0.0,1.19,30.92,23.46,7.34,48.30997526793075,18.136850783182194,0.0,-0.0,1.19,50,50,166.44682605111296
BEN,Franklin Resources Inc.,Financial,Asset Management,USA,33876.65,15.26,4.13,3.21,18.61,0.89,3.31,53.7,8.56,0,43.61088211046991,0.0,0.0,-0.0,0.89,50,50,143.6108821104699
BEP,Brookfield Renewable Energy Partners LP,Utilities,Diversified Utilities,Bermuda,7632.32,55.88,4.44,2.8,0.0,4.99,12.55,29.06,12.39,0,91.15141522396263,0.0,61.06073097004672,-0.0,4.99,50,50,191.15141522396263
BERY,"Berry Plastics Group, Inc.",Consumer Goods,Rubber & Plastics,USA,2680.86,38.32,0.57,0.0,8.7,0.0,24.0,22.99,8.55,0,85.62791975817532,0.0,0.0,-0.0,0.0,50,50,185.62791975817532
BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,18942.63,29.94,6.4,10.04,91.51,1.57,25.91,88.92,19.21,0,78.51057982962352,83.73179444902445,93.54218191810936,-0.0,1.57,50,50,262.24237427864796
BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services,USA,2596.34,658.33,2.13,2.9,28.75,0.0,8.88,39.5,17.56,0,99.4503984611157,49.574058807364665,0.0,-0.0,0.0,50,50,249.02445726848038
BFIN,BankFinancial Corp.,Financial,Savings & Loans,USA,210.16,62.25,4.25,1.14,23.09,0.4,8.38,9.96,0,92.25061830173125,72.21764220939819,0.0,-0.0,0.4,50,50,264.4682605111294
BFR,BBVA Banco Frances S.A.,Financial,Foreign Regional Banks,Argentina,1920.14,8.84,2.2,2.01,4.11,0.0,8.87,8.84,0,29.8983237153064,0.0,0.0,-0.0,0.0,50,50,129.8983237153064
BFS,Saul Centers Inc.,Financial,REIT - Retail,USA,937.02,81.98,4.73,9.77,72.08,3.49,-3.67,45.91,14.87,0,94.20170376477054,0.0,93.18494091783457,-0.0,3.49,50,50,194.20170376477054
BG,Bunge Limited,Consumer Goods,Farm Products,USA,11837.68,90.17,0.19,1.29,11.65,1.5,1.61,80.25,9.35,0,94.6688650728222,0.0,0.0,-0.0,1.5,50,50,194.6688650728222
BGC,General Cable Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1272.18,0.0,0.2,1.0,0.0,2.76,-17.52,26.08,6.14,0,0.0,0.0,0.0,-0.0,2.76,50,50,100.0
BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National,USA,1544.37,22.09,0.87,2.92,0.0,6.79,34.67,7.07,0,63.643858202802974,0.0,0.0,-0.0,6.79,50,50,163.64385820280296
BGFV,Big 5 Sporting Goods Corp.,Services,Sporting Goods Stores,USA,342.31,12.09,0.34,1.77,0.0,2.61,-4.95,15.35,5.38,0,35.47677933498214,0.0,0.0,-0.0,2.61,50,50,135.47677933498215
BGG,Briggs & Stratton Corp.,Industrial Goods,Diversified Machinery,USA,1047.38,0.0,0.57,1.66,8.63,2.15,15.08,22.28,9.56,0,0.0,0.0,0.0,-0.0,2.15,50,50,100.0
BGS,B&G Foods Inc.,Consumer Goods,Processed & Packaged Goods,USA,1672.81,31.82,2.31,4.4,44.49,4.36,-13.94,31.18,14.16,0,80.68150590821655,51.854905193734545,0.0,-0.0,4.36,50,50,232.5364111019511
BH,Biglari Holdings Inc.,Services,Restaurants,USA,761.68,4.21,1.0,1.2,59.98,0.0,7.21,442.84,17.34,0,25.8037922506183,0.0,0.0,-0.0,0.0,50,50,125.8037922506183
BHE,Benchmark Electronics Inc.,Technology,Printed Circuit Boards,USA,1235.52,11.22,0.49,1.0,17.57,0.0,-0.52,22.88,6.81,0,33.93789502610608,0.0,0.0,-0.0,0.0,50,50,133.93789502610608
BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services,USA,29804.18,27.66,1.33,1.71,36.84,0.88,34.75,68.33,8.41,0,75.48777136575983,0.0,0.0,-0.0,0.88,50,50,175.48777136575984
BHLB,Berkshire Hills Bancorp Inc.,Financial,Savings & Loans,USA,630.51,15.22,3.1,0.92,0.0,2.87,0.52,25.12,0,43.583402033525694,0.0,0.0,-0.0,2.87,50,50,143.5834020335257
BHP,BHP Billiton Ltd.,Basic Materials,Industrial Metals & Minerals,Australia,183317.98,12.75,2.7,2.47,0.0,3.32,6.04,71.15,7.68,0,37.070623797746634,57.653201428963996,54.96015388843089,-0.0,3.32,50,50,194.72382522671063
BID,Sotheby's,Services,"Specialty Retail, Other",USA,2766.69,21.4,3.24,2.42,13.82,1.0,-14.05,40.01,10.63,0,61.830173124484745,63.3415773564166,0.0,-0.0,1.0,50,50,225.17175048090135
BIDU,"Baidu, Inc.",Technology,Internet Information Providers,China,54576.74,32.26,10.61,8.82,35.96,0.0,3.73,155.8,22.17,0,81.06622698543556,91.2888156086837,92.03077768617753,-0.0,0.0,50,50,272.35504259411925
BIG,Big Lots Inc.,Services,"Discount, Variety Stores",USA,2251.57,18.01,0.42,2.47,24.08,0.0,6.84,38.72,7.35,0,52.01978565539983,0.0,0.0,-0.0,0.0,50,50,152.01978565539983
BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,USA,68680.75,37.15,9.91,7.96,0.0,0.0,20.47,290.54,21.27,0,84.83099752679307,90.35449299258038,0.0,-0.0,0.0,50,50,275.18549051937345
BIN,Progressive Waste Solutions Ltd.,Industrial Goods,Waste Management,Canada,2849.46,24.18,1.41,2.2,25.98,2.19,-5.04,24.66,8.32,0,68.56279197581753,0.0,0.0,-0.0,2.19,50,50,168.56279197581753
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Laboratories & Research,USA,3474.49,45.17,1.63,1.58,56.31,0.0,-0.12,120.6,10.19,0,88.21104699093158,0.0,0.0,-0.0,0.0,50,50,188.21104699093158
BIOS,BioScrip Inc.,Healthcare,Home Health Care,USA,491.65,0.0,0.58,1.39,0.0,0.0,-15.08,7.21,31.13,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BIP,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,Bermuda,5969.43,0.0,3.27,1.59,0.0,4.83,9.39,39.73,12.62,0,0.0,0.0,0.0,-0.0,4.83,50,50,100.0
BIRT,Actuate Corporation,Technology,Application Software,USA,272.06,44.46,2.02,2.16,11.43,0.0,-23.14,5.78,13.95,0,87.881286067601,0.0,0.0,-0.0,0.0,50,50,187.881286067601
BITA,Bitauto Holdings Limited,Technology,Internet Information Providers,China,1492.44,36.19,6.44,5.79,134.45,0.0,46.05,34.38,23.53,0,84.06155537235504,83.81423467985711,85.73784006595218,-0.0,0.0,50,50,267.87579005221215
BJRI,"BJ's Restaurants, Inc.",Services,Restaurants,USA,843.99,40.77,1.09,2.09,0.0,0.0,5.68,29.76,10.67,0,86.64468260511129,0.0,0.0,-0.0,0.0,50,50,186.64468260511129
BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,38326.04,19.4,11.43,1.07,0.0,1.78,10.8,33.76,0,56.2242374278648,92.03077768617753,0.0,-0.0,1.78,50,50,248.25501511404232
BKCC,BlackRock Kelso Capital Corporation,Financial,Asset Management,USA,684.84,7.85,5.2,0.96,0.0,11.32,3.03,9.19,0,28.634240175872495,0.0,0.0,-0.0,11.32,50,50,128.6342401758725
BKD,Brookdale Senior Living Inc.,Healthcare,Long-Term Care Facilities,USA,3946.87,0.0,1.36,3.87,53.48,0.0,16.26,31.74,15.24,0,0.0,34.24017587249244,0.0,-0.0,0.0,50,50,134.24017587249244
BKE,Buckle Inc.,Services,Apparel Stores,USA,2080.88,12.69,1.84,5.69,43.53,2.05,-4.63,43.02,6.65,0,0.0,0.0,85.32563891178894,-0.0,2.05,50,50,100.0
BKEP,"Blueknight Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,211.42,38.42,1.09,3.6,0.0,5.53,14.25,9.22,6.99,0,85.71035998900797,0.0,0.0,-0.0,5.53,50,50,185.71035998900797
BKH,Black Hills Corporation,Utilities,Electric Utilities,USA,2592.56,22.26,2.03,1.96,0.0,2.69,21.22,58.09,10.09,0,64.11101951085463,0.0,0.0,-0.0,2.69,50,50,164.11101951085465
BKMU,Bank Mutual Corporation,Financial,Savings & Loans,USA,294.66,27.52,3.71,1.04,0.0,1.9,0.96,6.33,0,0.0,0.0,0.0,-0.0,1.9,50,50,100.0
BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other",USA,998.57,0.0,0.16,1.4,5.2,0.0,21.71,16.37,5.62,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BKT,"BlackRock Income Trust, Inc.",Financial,Closed-End Fund - Debt,USA,417.53,0.0,16.57,0.89,0.0,6.43,2.51,6.53,0.0,0,0.0,94.55894476504534,0.0,-0.0,6.43,50,50,194.55894476504534
BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,3427.04,16.54,4.64,1.72,0.0,2.53,3.2,33.24,0,47.32069249793899,0.0,0.0,-0.0,2.53,50,50,147.32069249793898
BKW,"Burger King Worldwide, Inc.",Services,Restaurants,USA,9037.56,39.51,7.88,5.94,41.96,1.09,33.47,25.68,17.09,0,86.12256114317121,0.0,0.0,-0.0,1.09,50,50,186.1225611431712
BKYF,Bank of Kentucky Financial Corp.,Financial,Regional - Southeast Banks,USA,265.68,13.31,4.44,1.45,0.0,2.07,25.2,34.73,0,38.19730695245946,0.0,0.0,-0.0,2.07,50,50,138.19730695245946
BLDP,Ballard Power Systems Inc.,Industrial Goods,Industrial Electrical Equipment,Canada,414.63,0.0,6.86,6.52,0.0,0.0,171.94,3.78,-31.83,0,0.0,0.0,87.96372629843363,-0.0,0.0,50,50,100.0
BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores,USA,851.19,0.0,0.57,54.31,0.0,0.0,40.61,8.69,19.51,0,0.0,0.0,98.95575707611981,-0.0,0.0,50,50,100.0
BLK,"BlackRock, Inc.",Financial,Asset Management,USA,51656.73,18.27,5.07,1.97,21.7,2.5,7.42,308.38,12.6,0,0.0,0.0,0.0,-0.0,2.5,50,50,100.0
BLKB,Blackbaud Inc.,Technology,Business Software & Services,USA,1457.39,47.16,2.89,8.8,23.62,1.52,-18.95,31.6,15.02,0,88.87056883759274,0.0,91.9758175322891,-0.0,1.52,50,50,188.87056883759274
BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,7909.03,20.6,0.93,6.7,20.52,0.92,24.98,56.24,9.17,0,0.0,0.0,88.45836768342951,-0.0,0.92,50,50,100.0
BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,USA,2880.16,13.76,0.7,5.85,20.56,0.0,-0.57,22.57,9.88,0,39.26902995328387,0.0,0.0,-0.0,0.0,50,50,139.26902995328388
BLOX,Infoblox Inc.,Services,Business Services,USA,1069.86,0.0,4.36,4.88,26.16,0.0,-56.86,19.86,228.47,0,0.0,0.0,81.56086837043144,-0.0,0.0,50,50,100.0
BLT,Blount International Inc.,Industrial Goods,Machine Tools & Accessories,USA,576.03,16.44,0.63,3.61,9.76,0.0,-2.02,11.67,7.86,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,480.98,1.05,34.6,2.98,12.53,0.0,-22.51,19.9,-12.47,0,24.869469634514978,96.92223138224787,0.0,-0.0,0.0,50,50,221.79170101676286
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",Financial,Foreign Money Center Banks,Panama,1015.55,11.97,4.95,1.18,0.0,5.32,4.4,26.33,0,35.28441879637263,0.0,0.0,-0.0,5.32,50,50,135.28441879637262
BMA,Banco Macro S.A.,Financial,Foreign Regional Banks,Argentina,2202.52,7.38,2.03,1.91,9.93,0.0,12.83,30.77,0,28.13959879087661,0.0,0.0,-0.0,0.0,50,50,128.13959879087662
BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments,USA,733.90,29.78,2.2,3.73,69.9,1.41,4.56,50.93,15.5,0,78.37317944490245,0.0,0.0,-0.0,1.41,50,50,178.37317944490246
BMO,Bank of Montreal,Financial,Money Center Banks,Canada,44642.77,12.18,3.74,1.67,8.81,4.03,3.45,69.19,0,35.614179719703216,0.0,0.0,-0.0,4.03,50,50,135.6141797197032
BMR,BioMed Realty Trust Inc.,Financial,REIT - Office,USA,3936.13,107.58,6.18,1.31,0.0,4.89,8.78,20.44,16.82,0,95.7405880736466,82.71503160208849,0.0,-0.0,4.89,50,50,278.4556196757351
BMRC,Bank of Marin Bancorp,Financial,Regional - Pacific Banks,USA,267.09,17.55,4.41,1.4,0.0,1.68,7.94,45.27,0,0.0,0.0,0.0,-0.0,1.68,50,50,100.0
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,8745.02,0.0,15.94,6.48,0.0,0.0,-11.72,60.89,0,0.0,94.36658422643583,0.0,-0.0,0.0,50,50,194.36658422643583
BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,USA,4086.46,19.73,0.81,2.46,32.46,2.67,6.34,40.44,8.64,0,57.213520197856546,0.0,0.0,-0.0,2.67,50,50,157.21352019785655
BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks,USA,378.51,16.03,4.94,1.7,14.84,2.6,5.2,27.73,0,0.0,0.0,0.0,-0.0,2.6,50,50,100.0
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,81953.73,31.91,5.0,5.39,117.24,2.91,2.76,49.46,20.02,0,80.7914262159934,0.0,0.0,-0.0,2.91,50,50,180.7914262159934
BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks,USA,1046.63,80.35,7.01,1.67,0.0,0.0,36.6,13.66,0,94.1192635339379,85.38059906567739,0.0,-0.0,0.0,50,50,279.4998625996153
BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,460.64,25.12,3.46,1.73,9.46,1.19,30.06,16.83,0,70.8436383621874,0.0,0.0,-0.0,1.19,50,50,170.8436383621874
BNFT,"Benefitfocus, Inc.",Technology,Application Software,USA,961.82,0.0,9.18,83.43,0.0,0.0,-20.14,39.21,-38.23,0,0.0,89.17284968397911,99.53283869194833,-0.0,0.0,50,50,189.1728496839791
BNNY,"Annie's, Inc.",Consumer Goods,Food - Major Diversified,USA,619.31,43.37,3.14,7.75,106.78,0.0,-25.82,36.43,22.69,0,87.46908491343775,62.489694971145916,90.7666941467436,-0.0,0.0,50,50,249.95877988458366
BNS,The Bank Of Nova Scotia,Financial,Money Center Banks,Canada,72189.95,12.54,4.18,1.88,0.0,3.9,4.12,59.42,0,36.43858202802968,0.0,0.0,-0.0,3.9,50,50,136.43858202802969
BOBE,Bob Evans Farms Inc.,Services,Restaurants,USA,1073.03,24.98,0.79,2.36,0.0,2.85,-24.23,43.46,8.87,0,0.0,0.0,0.0,-0.0,2.85,50,50,100.0
BOFI,BofI Holding Inc.,Financial,Savings & Loans,USA,1204.44,25.93,8.1,3.88,14.34,0.0,22.38,85.3,0,0.0,87.27672437482825,0.0,-0.0,0.0,50,50,187.27672437482823
BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks,USA,2559.72,16.98,6.42,2.51,0.0,3.14,4.8,57.38,0,48.639736191261335,83.78675460291288,0.0,-0.0,3.14,50,50,232.4264907941742
BOKF,BOK Financial Corporation,Financial,Regional - Southwest  Banks,USA,4748.33,14.6,6.37,1.51,11.53,2.39,6.64,67.01,0,0.0,83.6493542181918,0.0,-0.0,2.39,50,50,183.6493542181918
BONA,Bona Film Group Limited,Services,Entertainment - Diversified,China,390.05,0.0,2.44,1.88,46.99,0.0,-12.29,6.21,36.68,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
BONT,Bon-Ton Stores Inc.,Services,Department Stores,USA,226.82,0.0,0.08,1.71,0.0,1.83,2.63,10.91,6.45,0,0.0,0.0,0.0,-0.0,1.83,50,50,100.0
BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication,USA,273.31,36.33,1.3,1.54,22.22,0.82,-10.62,19.62,10.02,0,84.1714756801319,32.234130255564715,0.0,-0.0,0.82,50,50,216.40560593569663
BOXC,Brookfield Office Properties Canada,Financial,REIT - Office,Canada,2255.96,0.0,4.24,2.59,0.0,4.51,0.62,24.19,0,0.0,72.10772190162132,0.0,-0.0,4.51,50,50,172.10772190162132
BP,BP plc,Basic Materials,Major Integrated Oil & Gas,United Kingdom,151720.59,6.66,0.38,1.18,0.0,4.66,17.61,48.88,5.61,0,27.480076944215444,0.0,0.0,-0.0,4.66,50,50,127.48007694421544
